256 14.39 516.79
256 14.41 506.19
256 33.38 672.67
1024 125.54 2201.65
1024 130.60 2189.37
1024 132.21 2224.99
4096 909.45 9557.30
4096 926.46 9579.11
4096 946.33 9829.24
16384 4406.48 43511.11
16384 4479.20 44191.85
16384 4672.85 45658.41
65536 28502.98 206936.74
65536 28662.51 205365.69
65536 29421.01 206931.54
131072 62253.03 460695.52
131072 63996.12 473568.64
131072 70419.09 490543.86
